Target,CAMEOCode,Date,Source,Region,
HT,"Public Administration, Law, and Justice",07/05/2012 12:00:00 AM,HT,,
HT,Health and other social services,10/04/2012 12:00:00 AM,HT,,
HT,Education,08/14/2012 12:00:00 AM,HT,,
HT,Education,08/21/2012 12:00:00 AM,HT,,
HT,Education,11/04/2012 12:00:00 AM,HT,,
HN,"Agriculture, fishing, and forestry",07/31/2012 12:00:00 AM,HN,,
HN,Energy and mining,08/08/2012 12:00:00 AM,NI,,
HN,Energy and mining,07/10/2012 12:00:00 AM,HN,,
HN,Energy and mining,08/08/2012 12:00:00 AM,HN,,
HN,Energy and mining,07/06/2012 12:00:00 AM,HN,,
HN,Transportation,07/08/2012 12:00:00 AM,HN,,
HN,Transportation,07/08/2012 12:00:00 AM,ES,,
HN,Transportation,07/08/2012 12:00:00 AM,HN,,
HN,Transportation,10/09/2012 12:00:00 AM,HN,,
HN,"Agriculture, fishing, and forestry",08/30/2012 12:00:00 AM,HN,,
HN,Education,08/21/2012 12:00:00 AM,HN,,
HN,Finance,07/10/2012 12:00:00 AM,HN,,
HN,Finance,07/10/2012 12:00:00 AM,HN,,
HN,Transportation,08/20/2012 12:00:00 AM,HN,,
HN,Finance,07/09/2012 12:00:00 AM,HN,,
HN,Finance,07/11/2012 12:00:00 AM,HN,,
HN,Finance,07/31/2012 12:00:00 AM,PA,,
HN,Transportation,10/22/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",09/26/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",11/26/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",11/26/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",11/26/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",11/26/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/11/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/11/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",09/11/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/11/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",09/14/2012 12:00:00 AM,HN,,
HN,Transportation,10/05/2012 12:00:00 AM,HN,,
HN,"Water, sanitation and flood protection",07/11/2012 12:00:00 AM,HN,,
HN,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,HN,,
HN,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,HN,,
HN,"Public Administration, Law, and Justice",07/20/2012 12:00:00 AM,HN,,
HN,"Public Administration, Law, and Justice",09/12/2012 12:00:00 AM,HN,,
HN,"Public Administration, Law, and Justice",09/14/2012 12:00:00 AM,ES,,
HN,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,HN,,
HN,"Agriculture, fishing, and forestry",07/26/2012 12:00:00 AM,SV,,
HN,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,HN,,
HN,"Agriculture, fishing, and forestry",07/02/2012 12:00:00 AM,HN,,
HN,"Agriculture, fishing, and forestry",09/17/2012 12:00:00 AM,HN,,
HN,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,HN,,
HN,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,HN,,
HN,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,HN,,
HN,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,HN,,
HN,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,HN,,
HN,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,HN,,
IN,Transportation,07/13/2012 12:00:00 AM,IN,,
IN,Transportation,07/13/2012 12:00:00 AM,IN,,
IN,Transportation,07/23/2012 12:00:00 AM,IN,,
IN,Transportation,07/23/2012 12:00:00 AM,IN,,
IN,Transportation,07/23/2012 12:00:00 AM,IN,,
IN,Transportation,07/12/2012 12:00:00 AM,IN,,
IN,Transportation,09/19/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/17/2012 12:00:00 AM,GB,,
IN,"Agriculture, fishing, and forestry",07/17/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",08/23/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",09/18/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",09/18/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,IN,,
IN,"Public Administration, Law, and Justice",09/09/2012 12:00:00 AM,IN,,
IN,Transportation,10/22/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",09/10/2012 12:00:00 AM,IN,,
IN,Transportation,11/20/2012 12:00:00 AM,AU,,
IN,"Agriculture, fishing, and forestry",08/13/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",08/13/2012 12:00:00 AM,IN,,
IN,"Water, sanitation and flood protection",07/04/2012 12:00:00 AM,IN,,
IN,"Water, sanitation and flood protection",07/13/2012 12:00:00 AM,IN,,
IN,Transportation,09/23/2012 12:00:00 AM,IN,,
IN,Transportation,08/31/2012 12:00:00 AM,US,,
IN,"Agriculture, fishing, and forestry",07/03/2012 12:00:00 AM,IN,,
IN,Transportation,09/07/2012 12:00:00 AM,1W,,
IN,"Agriculture, fishing, and forestry",07/26/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/23/2012 12:00:00 AM,IN,,
IN,Health and other social services,08/14/2012 12:00:00 AM,NL,,
IN,"Agriculture, fishing, and forestry",11/14/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/14/2012 12:00:00 AM,IN,,
IN,"Agriculture, fishing, and forestry",07/14/2012 12:00:00 AM,IN,,
IN,Health and other social services,07/30/2012 12:00:00 AM,IN,,
IN,Health and other social services,08/28/2012 12:00:00 AM,IN,,
IN,"Public Administration, Law, and Justice",07/13/2012 12:00:00 AM,IN,,
IN,Energy and mining,09/03/2012 12:00:00 AM,IN,,
IN,"Water, sanitation and flood protection",07/30/2012 12:00:00 AM,IN,,
ID,"Water, sanitation and flood protection",11/30/2012 12:00:00 AM,KR,,
ID,Health and other social services,10/03/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",08/07/2012 12:00:00 AM,ID,,
ID,Health and other social services,07/20/2012 12:00:00 AM,ID,,
ID,Health and other social services,07/20/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",07/30/2012 12:00:00 AM,PK,,
ID,Energy and mining,10/22/2012 12:00:00 AM,ID,,
ID,Energy and mining,08/31/2012 12:00:00 AM,ID,,
ID,Energy and mining,08/31/2012 12:00:00 AM,ID,,
ID,Energy and mining,08/31/2012 12:00:00 AM,ID,,
ID,Energy and mining,10/08/2012 12:00:00 AM,ID,,
ID,Energy and mining,09/28/2012 12:00:00 AM,ID,,
ID,Energy and mining,09/28/2012 12:00:00 AM,ID,,
ID,Education,10/10/2012 12:00:00 AM,ID,,
ID,Education,10/10/2012 12:00:00 AM,ID,,
ID,Education,08/16/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,ID,,
ID,"Agriculture, fishing, and forestry",08/31/2012 12:00:00 AM,ID,,
ID,Health and other social services,09/17/2012 12:00:00 AM,ID,,
ID,Health and other social services,08/28/2012 12:00:00 AM,ID,,
ID,Industry and trade,10/25/2012 12:00:00 AM,ID,,
ID,Industry and trade,11/14/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",08/28/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",08/28/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",08/28/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",08/28/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",08/02/2012 12:00:00 AM,ID,,
ID,Health and other social services,10/15/2012 12:00:00 AM,ID,,
ID,Education,10/16/2012 12:00:00 AM,ID,,
ID,"Public Administration, Law, and Justice",10/03/2012 12:00:00 AM,ID,,
ID,"Public Administration, Law, and Justice",08/07/2012 12:00:00 AM,ID,,
ID,Health and other social services,08/10/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",08/06/2012 12:00:00 AM,ID,,
ID,Transportation,10/12/2012 12:00:00 AM,ID,,
ID,Health and other social services,09/13/2012 12:00:00 AM,ID,,
ID,"Agriculture, fishing, and forestry",08/28/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",08/06/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",08/06/2012 12:00:00 AM,ID,,
ID,Education,09/06/2012 12:00:00 AM,ID,,
ID,"Public Administration, Law, and Justice",10/19/2012 12:00:00 AM,ID,,
ID,"Public Administration, Law, and Justice",07/31/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",09/19/2012 12:00:00 AM,ID,,
ID,Transportation,09/12/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",09/24/2012 12:00:00 AM,ID,,
ID,Education,10/16/2012 12:00:00 AM,ID,,
ID,Finance,07/04/2012 12:00:00 AM,ID,,
ID,Finance,10/09/2012 12:00:00 AM,ID,,
ID,Industry and trade,11/08/2012 12:00:00 AM,ID,,
ID,"Water, sanitation and flood protection",09/28/2012 12:00:00 AM,ID,,
ID,Education,10/15/2012 12:00:00 AM,ID,,
ID,Education,07/09/2012 12:00:00 AM,ID,,
IR,"Agriculture, fishing, and forestry",10/19/2012 12:00:00 AM,RY,,
IR,"Agriculture, fishing, and forestry",10/19/2012 12:00:00 AM,RY,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Transportation,08/01/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Transportation,08/17/2012 12:00:00 AM,JO,,
IQ,Transportation,08/14/2012 12:00:00 AM,IQ,,
IQ,Transportation,08/01/2012 12:00:00 AM,AE,,
IQ,Education,09/06/2012 12:00:00 AM,AE,,
IQ,Health and other social services,11/16/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services, and IT Tr,Iraq,,SCI/BSR/S/155
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,11/16/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services, Com,Iraq,,SCI/BSR/S/134
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/25/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,08/08/2012 12:00:00 AM,IQ,,
IQ,Health and other social services,09/22/2012 12:00:00 AM,IQ,,
JO,Industry and trade,07/31/2012 12:00:00 AM,ES,,
JO,"Agriculture, fishing, and forestry",08/12/2012 12:00:00 AM,JO,,
KZ,"Agriculture, fishing, and forestry",08/21/2012 12:00:00 AM,KZ,,
KZ,"Agriculture, fishing, and forestry",07/27/2012 12:00:00 AM,UZ,,
KZ,Health and other social services,08/06/2012 12:00:00 AM,TR,,
KZ,Health and other social services,07/16/2012 12:00:00 AM,FI,,
KZ,Health and other social services,10/17/2012 12:00:00 AM,GR,,
KZ,Health and other social services,07/25/2012 12:00:00 AM,KZ,,
KZ,Health and other social services,10/19/2012 12:00:00 AM,KZ,,
KZ,"Public Administration, Law, and Justice",09/28/2012 12:00:00 AM,DE,,
KZ,"Agriculture, fishing, and forestry",10/08/2012 12:00:00 AM,KZ,,
KE,Transportation,07/06/2012 12:00:00 AM,IT,,
KE,Transportation,07/06/2012 12:00:00 AM,FR,,
KE,Transportation,07/06/2012 12:00:00 AM,DE,,
KE,"Agriculture, fishing, and forestry",Lot 2: Supp,Kenya,,KCDP/01/2011-2012
KE,"Agriculture, fishing, and forestry",Lot 3: Supp,Kenya,,KCDP/01/2011-2012
KE,"Agriculture, fishing, and forestry",Lot 1: Supp,Kenya,,KCDP/01/2011-2012
KE,"Agriculture, fishing, and forestry",Lot 1: Supp,Kenya,,KCDP/01/2011-2012
KE,Transportation,10/03/2012 12:00:00 AM,KE,,
KE,Energy and mining,08/01/2012 12:00:00 AM,CN,,
KE,Health and other social services,07/09/2012 12:00:00 AM,KE,,
KE,Health and other social services,10/17/2012 12:00:00 AM,KE,,
KE,Health and other social services,11/13/2012 12:00:00 AM,KE,,
KE,Health and other social services,11/19/2012 12:00:00 AM,KE,,
KE,"Water, sanitation and flood protection",07/10/2012 12:00:00 AM,KE,,
KE,"Water, sanitation and flood protection",07/23/2012 12:00:00 AM,KE,,
KE,Health and other social services,11/13/2012 12:00:00 AM,KE,,
KE,Energy and mining,08/07/2012 12:00:00 AM,IT,,
KE,Energy and mining,08/17/2012 12:00:00 AM,KE,,
KE,"Public Administration, Law, and Justice",08/27/2012 12:00:00 AM,KE,,
KE,Health and other social services,07/26/2012 12:00:00 AM,KE,,
KE,Health and other social services,07/24/2012 12:00:00 AM,KE,,
KE,Health and other social services,07/05/2012 12:00:00 AM,KE,,
KE,Health and other social services,07/05/2012 12:00:00 AM,KE,,
KE,Health and other social services,07/24/2012 12:00:00 AM,KE,,
KE,Health and other social services,07/05/2012 12:00:00 AM,KE,,
KE,Health and other social services,07/31/2012 12:00:00 AM,KE,,
KE,Health and other social services,07/24/2012 12:00:00 AM,KE,,
KE,Health and other social services,07/05/2012 12:00:00 AM,KE,,
KE,Health and other social services,07/05/2012 12:00:00 AM,KE,,
KE,Health and other social services,07/26/2012 12:00:00 AM,KE,,
KE,Health and other social services,09/11/2012 12:00:00 AM,KE,,
KE,Health and other social services,08/15/2012 12:00:00 AM,IN,,
KE,Health and other social services,08/15/2012 12:00:00 AM,KE,,
KE,Health and other social services,08/15/2012 12:00:00 AM,KE,,
KE,Health and other social services,08/15/2012 12:00:00 AM,KE,,
KE,Health and other social services,08/15/2012 12:00:00 AM,IN,,
KE,Health and other social services,10/05/2012 12:00:00 AM,KE,,
KE,Health and other social services,10/05/2012 12:00:00 AM,KE,,
KE,Health and other social services,10/05/2012 12:00:00 AM,KE,,
KE,Health and other social services,10/04/2012 12:00:00 AM,KE,,
KE,Health and other social services,09/11/2012 12:00:00 AM,KE,,
KE,Health and other social services,08/15/2012 12:00:00 AM,KE,,
KE,Health and other social services,08/15/2012 12:00:00 AM,KE,,
KE,Transportation,07/06/2012 12:00:00 AM,FR,,
KE,Transportation,10/25/2012 12:00:00 AM,KE,,
KE,Finance,10/18/2012 12:00:00 AM,KE,,
KI,Information and communications,09/24/2012 12:00:00 AM,NZ,,
KI,"Water, sanitation and flood protection",11/30/2012 12:00:00 AM,KI,,
KI,Transportation,11/28/2012 12:00:00 AM,TO,,
KI,Transportation,07/12/2012 12:00:00 AM,TO,,
KI,Transportation,09/28/2012 12:00:00 AM,NZ,,
KI,Transportation,08/18/2012 12:00:00 AM,NZ,,
KI,Transportation,08/18/2012 12:00:00 AM,NZ,,
KI,Transportation,11/14/2012 12:00:00 AM,KI,,
KI,Transportation,11/19/2012 12:00:00 AM,KI,,
KI,Transportation,07/10/2012 12:00:00 AM,AU,,
KI,Transportation,09/18/2012 12:00:00 AM,NZ,,
KI,Transportation,08/13/2012 12:00:00 AM,NZ,,
KI,Transportation,08/16/2012 12:00:00 AM,TO,,
KI,Transportation,10/18/2012 12:00:00 AM,TO,,
XK,"Public Administration, Law, and Justice",08/24/2012 12:00:00 AM,NL,,
XK,"Public Administration, Law, and Justice",08/28/2012 12:00:00 AM,XK,,
XK,"Public Administration, Law, and Justice",08/28/2012 12:00:00 AM,XK,,
XK,"Public Administration, Law, and Justice",08/16/2012 12:00:00 AM,AL,,
XK,Education,07/06/2012 12:00:00 AM,XK,,
XK,Education,07/19/2012 12:00:00 AM,XK,,
XK,Finance,09/25/2012 12:00:00 AM,GR,,
XK,Finance,11/27/2012 12:00:00 AM,IE,,
XK,"Public Administration, Law, and Justice",08/07/2012 12:00:00 AM,XK,,
XK,"Public Administration, Law, and Justice",08/03/2012 12:00:00 AM,XK,,
XK,Education,11/14/2012 12:00:00 AM,XK,,
XK,Education,08/23/2012 12:00:00 AM,XK,,
XK,"Public Administration, Law, and Justice",07/17/2012 12:00:00 AM,XK,,
XK,"Public Administration, Law, and Justice",07/18/2012 12:00:00 AM,XK,,
XK,Education,07/19/2012 12:00:00 AM,XK,,
XK,Finance,08/30/2012 12:00:00 AM,XK,,
XK,Finance,11/08/2012 12:00:00 AM,XK,,
XK,"Public Administration, Law, and Justice",11/28/2012 12:00:00 AM,US,,
XK,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,XK,,
XK,"Public Administration, Law, and Justice",11/08/2012 12:00:00 AM,XK,,
XK,Education,11/05/2012 12:00:00 AM,XK,,
XK,Education,10/22/2012 12:00:00 AM,XK,,
XK,"Public Administration, Law, and Justice",08/23/2012 12:00:00 AM,XK,,
KG,"Public Administration, Law, and Justice",10/23/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",10/23/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",10/23/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",10/23/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",10/23/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",10/31/2012 12:00:00 AM,KG,,
KG,Education,09/29/2012 12:00:00 AM,CN,,
KG,Education,09/29/2012 12:00:00 AM,KG,,
KG,Education,09/29/2012 12:00:00 AM,CN,,
KG,"Water, sanitation and flood protection",07/06/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",11/13/2012 12:00:00 AM,GB,,
KG,"Public Administration, Law, and Justice",08/29/2012 12:00:00 AM,CA,,
KG,"Public Administration, Law, and Justice",07/10/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",07/20/2012 12:00:00 AM,KG,,
KG,Energy and mining,08/14/2012 12:00:00 AM,KG,,
KG,Energy and mining,08/14/2012 12:00:00 AM,KG,,
KG,Energy and mining,08/14/2012 12:00:00 AM,KG,,
KG,Energy and mining,07/31/2012 12:00:00 AM,RU,,
KG,Industry and trade,08/21/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",07/17/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",08/14/2012 12:00:00 AM,GB,,
KG,"Agriculture, fishing, and forestry",08/15/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",08/15/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",08/15/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",08/28/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",09/07/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",09/07/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",08/09/2012 12:00:00 AM,KG,,
KG,"Water, sanitation and flood protection",08/09/2012 12:00:00 AM,KG,,
KG,"Water, sanitation and flood protection",08/09/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",08/09/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,KG,,
KG,"Water, sanitation and flood protection",08/09/2012 12:00:00 AM,KG,,
KG,"Water, sanitation and flood protection",08/09/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",09/10/2012 12:00:00 AM,IE,,
KG,"Public Administration, Law, and Justice",07/24/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",08/29/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",09/18/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",10/03/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",10/15/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",10/15/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",10/03/2012 12:00:00 AM,KG,,
KG,Transportation,07/31/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",07/06/2012 12:00:00 AM,GB,,
KG,"Agriculture, fishing, and forestry",07/12/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",11/21/2012 12:00:00 AM,GB,,
KG,"Agriculture, fishing, and forestry",07/06/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",07/06/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",07/19/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",07/06/2012 12:00:00 AM,KG,,
KG,Health and other social services,08/25/2012 12:00:00 AM,NL,,
KG,Energy and mining,09/21/2012 12:00:00 AM,KG,,
KG,Energy and mining,07/12/2012 12:00:00 AM,KZ,,
KG,Energy and mining,07/12/2012 12:00:00 AM,KZ,,
KG,"Public Administration, Law, and Justice",08/17/2012 12:00:00 AM,KG,,
KG,"Public Administration, Law, and Justice",07/04/2012 12:00:00 AM,KG,,
KG,Education,09/13/2012 12:00:00 AM,KG,,
KG,Education,09/25/2012 12:00:00 AM,KG,,
KG,Education,08/15/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",08/23/2012 12:00:00 AM,KG,,
KG,"Agriculture, fishing, and forestry",09/14/2012 12:00:00 AM,GB,,
KG,"Agriculture, fishing, and forestry",09/14/2012 12:00:00 AM,US,,
KG,"Agriculture, fishing, and forestry",09/03/2012 12:00:00 AM,KG,,
KG,Energy and mining,09/04/2012 12:00:00 AM,KG,,
LA,Health and other social services,10/05/2012 12:00:00 AM,LA,,
LA,Energy and mining,08/10/2012 12:00:00 AM,TH,,
LA,Education,09/21/2012 12:00:00 AM,LA,,
LA,Education,08/01/2012 12:00:00 AM,LA,,
LA,Education,11/01/2012 12:00:00 AM,LA,,
LA,Energy and mining,11/07/2012 12:00:00 AM,FR,,
LA,Energy and mining,07/31/2012 12:00:00 AM,LA,,
LA,"Agriculture, fishing, and forestry",09/04/2012 12:00:00 AM,LA,,
LA,Health and other social services,10/15/2012 12:00:00 AM,LA,,
LA,Health and other social services,10/15/2012 12:00:00 AM,LA,,
LA,Health and other social services,10/15/2012 12:00:00 AM,LA,,
LA,Health and other social services,10/15/2012 12:00:00 AM,LA,,
LA,Health and other social services,10/15/2012 12:00:00 AM,LA,,
LA,"Agriculture, fishing, and forestry",08/13/2012 12:00:00 AM,LA,,
LA,"Agriculture, fishing, and forestry",10/18/2012 12:00:00 AM,NL,,
LA,"Public Administration, Law, and Justice",07/19/2012 12:00:00 AM,LA,,
LA,Health and other social services,10/09/2012 12:00:00 AM,LA,,
LA,"Public Administration, Law, and Justice",07/30/2012 12:00:00 AM,CA,,
LA,Education,07/26/2012 12:00:00 AM,PH,,
LA,"Agriculture, fishing, and forestry",08/23/2012 12:00:00 AM,LA,,
LA,"Agriculture, fishing, and forestry",08/09/2012 12:00:00 AM,LA,,
LA,Education,09/21/2012 12:00:00 AM,LA,,
LA,Education,07/05/2012 12:00:00 AM,LA,,
LA,Industry and trade,10/02/2012 12:00:00 AM,LA,,
LA,Industry and trade,11/02/2012 12:00:00 AM,US,,
LA,Industry and trade,07/23/2012 12:00:00 AM,MD,,
LA,Education,07/13/2012 12:00:00 AM,SG,,
LA,"Public Administration, Law, and Justice",10/09/2012 12:00:00 AM,LA,,
LA,"Public Administration, Law, and Justice",10/26/2012 12:00:00 AM,LA,,
LA,"Public Administration, Law, and Justice",10/01/2012 12:00:00 AM,BG,,
LB,Transportation,10/04/2012 12:00:00 AM,FR,,
LB,Transportation,10/04/2012 12:00:00 AM,LB,,
LB,Transportation,10/23/2012 12:00:00 AM,LB,,
LB,"Public Administration, Law, and Justice",08/22/2012 12:00:00 AM,LB,,
LS,"Public Administration, Law, and Justice",07/24/2012 12:00:00 AM,FR,,
